City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
601,Riachao Do Dantas,BR,81.19,scattered clouds,-11.0689,-37.725,Fazenda Areias
602,Sigli,ID,77.59,overcast clouds,5.3848,95.9609,Losmen Dua Mali
607,Malakal,SS,89.89,overcast clouds,9.5334,31.6605,Nile Palace Hotel
609,Miraflores,MX,81.25,broken clouds,19.2167,-98.8083,Hotel Mansión
613,Woodward,US,81.97,clear sky,36.4337,-99.3904,"Holiday Inn Express & Suites Woodward Hwy 270, an IHG Hotel"
618,Thai Binh,VN,63.54,overcast clouds,20.45,106.3333,Sweden Hotel
619,Mbuji-Mayi,CD,68.72,light rain,-6.15,23.6,HOTEL METROPOLE DU KASAI
626,Wau,SS,82.31,broken clouds,7.7029,27.9953,Universal Gab Hotel
628,Xucheng,CN,63.54,clear sky,20.35,110.1288,Haixing Hotel
631,Vanimo,PG,77.31,moderate rain,-2.6741,141.3028,Vahmoneh Lodge Vanimo
633,Omboue,GA,78.1,broken clouds,-1.5746,9.2618,Hotel Olako
634,Kawalu,ID,72.16,overcast clouds,-7.3817,108.2082,West Jontor
635,Watsa,CD,66.0,light rain,3.0372,29.5355,Hôtel Le Pacifique
638,Trat,TH,68.11,overcast clouds,12.5,102.5,สวนหนิง-อัศ
645,Okmulgee,US,79.84,scattered clouds,35.6234,-95.9605,"Holiday Inn Express & Suites Okmulgee, an IHG Hotel"
646,Koumac,NC,79.92,light rain,-20.5667,164.2833,Le Monitel
647,Lohardaga,IN,77.31,clear sky,23.4333,84.6833,Shorya Sweet Palace
648,Sao Luis Do Quitunde,BR,78.24,broken clouds,-9.3183,-35.5611,Sao dos satos lins
651,Iralaya,HN,83.44,clear sky,15.0,-83.2333,Iglesia morava renovada
652,Kapenguria,KE,60.06,scattered clouds,1.2511,35.0895,EDENS HOTEL
653,Mahibadhoo,MV,82.6,few clouds,3.7833,72.9667,Omadhoo Inn
654,Yambio,SS,70.27,broken clouds,4.5721,28.3955,Naivasha Hotel
661,Luwuk,ID,77.88,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
662,Cam Ranh,VN,76.96,broken clouds,11.9214,109.1591,OYO 598 Peony Hotel
663,Alvorada,BR,86.32,clear sky,-12.48,-49.1247,Cristal Plaza Hotel
666,Garowe,SO,76.08,broken clouds,8.4054,48.4845,Curubo Hotel
670,Basoko,CD,73.31,overcast clouds,1.2391,23.616,Jackyna Hotel
671,Council Bluffs,US,66.24,broken clouds,41.2619,-95.8608,"Holiday Inn Express & Suites Council Bluffs - Conv Ctr Area, an IHG Hotel"
675,Manggar,ID,77.81,broken clouds,-2.8833,108.2667,Guest Hotel
679,Madisonville,US,64.22,clear sky,37.3281,-87.4989,Days Inn by Wyndham Madisonville
683,Bella Union,UY,67.46,overcast clouds,-30.2752,-57.6007,Saville Free Shop
